x,y,z
-0.7235491,22.79774,21.74463
-0.7132249,22.82565,21.74463
-0.6822192,22.8872,21.74463
-0.5954527,22.11194,21.74463
-1.63168,22.19979,21.74463
-1.520645,22.25419,21.74463
-1.214915,22.58082,21.74463
-1.122502,22.52226,21.74463
0.02488565,22.3434,21.74463
3.910435,21.328,21.35299
3.300037,21.328,20.95083
3.32666,21.328,20.93829
3.290073,21.328,20.76111
2.873463,21.328,20.6174
2.671314,21.328,19.29084
2.647865,21.328,19.27454
2.577576,21.44058,18.95696
1.502282,21.33007,18.95696
0.7795105,21.328,20.01712
0.4168015,21.328,20.86815
0.5998232,21.54828,21.74463
1.388515,21.328,23.64485
0.9462395,21.328,24.33017
1.474506,21.328,25.52009
2.467575,21.328,26.37234
3.278992,21.328,29.45176
3.138695,21.328,30.19846
2.381699,21.79386,31.85462
1.596852,21.78688,31.85462
1.410379,21.81983,31.85462
0.2282684,22.05058,31.85462
-0.863028,21.78123,31.3916
-1.614693,21.328,30.90796
-46.16344,4.69491,12.19176
-45.33115,4.479267,11.17327
-45.21138,4.418268,10.97513
-0.9308205,21.328,30.39905
-0.7122269,21.328,30.41112
-0.7988275,22.77192,31.7884
6.581306,21.328,31.2575
7.531082,21.328,31.12961
8.348591,21.328,30.95665
8.872726,21.328,30.53423
11.18456,21.328,30.02023
13.10999,21.328,29.99445
15.17445,21.328,30.0956
16.0033,21.328,30.05383
16.60471,21.328,30.17285
17.38761,21.328,30.18307
18.36663,21.328,30.28375
18.67324,21.328,30.30966
19.25858,21.328,30.37146
20.71039,21.328,30.56676
21.61293,21.328,31.45599
21.55733,21.328,31.96116
21.55961,21.328,32.50467
21.70437,21.328,32.80831
23.09833,21.328,33.67168
23.93512,21.328,34.00606
24.8197,21.328,34.37325
30.555,21.328,37.91612
31.78107,21.328,37.22969
33.82889,21.328,37.22469
34.14247,21.328,38.06425
33.00583,21.328,37.36218
32.0974,21.328,37.57314
31.3989,21.328,37.81485
31.52094,21.328,38.6228
33.72474,21.328,40.8808
34.20057,21.328,41.44429
34.23877,21.328,41.4937
34.50023,21.328,40.81839
35.34785,21.328,41.12265
35.84033,21.328,40.53201
36.79181,21.328,40.01731
38.02029,21.328,39.64681
38.44944,21.328,38.93618
39.50053,21.328,38.14029
40.42876,21.95445,39.15589
40.58773,22.10321,39.05518
40.42062,22.18647,39.16142
43.03959,21.328,37.6399
42.99212,21.328,36.73595
43.06502,21.328,36.47993
42.507,21.328,36.03837
42.62477,21.328,35.80738
42.97402,21.328,34.20311
42.66049,21.328,32.82242
41.8845,21.328,31.81912
41.01222,21.328,27.15858
40.99022,21.328,25.10548
41.67356,21.328,23.6013
40.80841,21.328,26.72516
40.18618,21.328,26.30312
39.50428,21.328,26.15106
38.51819,21.328,22.80984
39.49159,21.38467,25.28261
39.49159,21.38467,25.28261
37.85697,21.328,24.81249
37.68901,21.328,25.21159
28.92751,21.328,25.22933
30.46423,21.328,24.31355
31.01505,21.328,23.60266
30.0683,22.8459,21.91538
27.60891,21.328,22.08402
28.32719,21.328,23.41404
20.42587,21.328,28.64331
19.27599,21.328,27.79797
20.29612,21.328,25.58187
20.1704,21.328,24.54639
17.63032,21.328,23.70043
10.09538,21.328,22.96902
10.08266,21.328,22.85653
9.057121,21.328,24.09492
8.672562,21.328,24.1308
7.068344,21.328,24.83795
5.613728,21.328,25.49679
8.322224,21.328,24.13478
6.865234,21.328,25.54226
7.837838,21.57108,25.92886
8.35533,21.66606,26.49229
8.353056,21.70948,26.531
8.397415,21.328,28.0084
8.752865,21.328,29.3611
9.133154,22.18078,31.85462
9.479775,22.40511,31.94512
11.73782,21.328,36.8979
12.93616,21.45974,36.14167
12.44221,21.50945,36.5021
11.73316,21.328,35.85415
11.59575,21.328,35.84171
8.689737,22.00874,40.25177
8.274744,22.25061,40.51617
-44.77359,11.93416,70.56282
5.297363,22.01526,36.05663
3.996345,21.76272,36.05663
3.927578,22.21401,37.26024
1.715533,22.25816,36.05663
5.240015,22.29844,39.84715
5.240015,22.36036,39.81029
3.813378,22.41398,40.02579
3.787651,22.54788,38.62751
5.240016,22.35489,38.15136
8.300886,21.7542,32.02538
7.959624,22.40511,31.86394
14.68262,21.328,29.62435
20.82791,21.328,26.87617
20.93261,21.328,28.34599
21.03309,21.328,29.09906
21.21671,21.328,29.10225
22.2892,21.328,29.55393
23.33653,21.328,30.44405
24.7211,21.328,31.86997
28.685,21.328,34.11282
28.74598,21.328,34.20264
29.94689,21.328,33.24041
29.31807,21.328,32.68392
28.40862,21.328,32.39075
19.55725,21.328,22.94903
17.48126,21.328,22.81676
16.24543,21.328,24.16887
18.9646,23.42494,21.74463
20.49283,21.328,26.81879
22.68247,21.328,27.27605
23.76448,21.328,28.60297
24.20207,21.328,29.80063
24.32381,21.328,31.25414
24.94334,21.328,33.09405
25.49056,21.328,34.06179
26.3461,21.328,35.44223
27.2607,21.64426,35.4887
29.20545,21.328,37.39711
31.07807,21.328,38.22542
32.89412,21.328,37.89977
33.1643,21.328,37.83433
33.33764,21.38775,36.1557
33.3577,21.328,37.11778
32.77743,21.328,37.44967
33.18364,21.328,38.15512
33.60043,21.328,38.91331
38.24503,21.55182,41.60125
39.29261,21.6848,40.53997
39.81634,21.49174,39.70088
42.89894,21.328,38.40948
43.86313,21.328,37.59925
44.28693,21.328,35.99495
43.04326,21.328,35.19266
43.17538,21.328,35.00001
42.48726,21.328,34.28738
42.32521,21.328,33.99552
42.59922,21.328,31.99844
42.81196,21.328,28.90547
42.56873,21.328,27.03593
42.54026,21.328,27.10219
42.37997,21.328,28.50006
41.64789,21.328,26.87666
41.62157,21.328,26.76103
41.55868,21.328,27.30978
41.42469,21.328,27.13816
40.93481,21.328,26.63293
39.75248,21.328,26.27204
38.66819,21.328,26.10895
36.6009,21.328,26.18748
34.93464,21.328,25.32057
33.68187,21.328,25.97447
33.01264,21.328,25.80244
32.50487,21.328,26.38547
32.69008,21.38467,26.17761
32.69008,21.38467,26.17761
32.69008,21.38467,26.17761
32.69008,21.38467,26.17761
32.69008,21.38467,26.17761
32.69008,21.38467,26.17761
32.69008,21.38467,26.17761
31.49867,21.328,25.57544
30.06846,21.328,24.11424
27.26263,21.328,23.15989
26.29629,21.328,23.57341
25.70313,21.328,24.01343
25.14165,21.328,24.5568
24.62782,21.328,25.35112
21.91905,21.328,25.09112
21.69169,21.328,25.25002
15.67313,21.328,25.28165
15.60089,21.328,24.81827
14.24996,21.328,24.42269
10.6851,21.328,24.3661
8.764423,21.328,24.60315
7.989613,21.328,25.03822
7.394505,21.328,25.28595
8.462952,21.328,26.99769
8.289591,21.33299,27.0146
9.530327,21.328,27.22812
8.715656,21.328,29.24564
9.148701,21.328,30.22025
9.677456,21.328,29.74328
10.06946,21.328,29.58228
11.15723,22.39267,30.70977
11.21559,22.38509,30.73203
12.18227,22.43083,30.68525
13.35526,22.5368,30.83624
13.44401,22.52668,30.85781
15.04149,22.54844,30.93427
27.24127,22.70777,32.38673
28.21257,21.328,32.9788
34.69637,23.25946,34.92878
35.12592,21.97352,33.45189
37.55196,21.328,33.59753
35.96833,21.87015,33.44119
35.88389,22.08053,33.49181
35.14776,22.19313,33.52928
35.16298,22.02923,33.46852
35.0538,21.97923,33.45351
35.04594,22.92504,34.10436
35.02422,22.97881,34.18022
36.30207,21.86823,33.51853
38.34478,21.328,32.66833
40.35842,21.328,31.77579
41.39809,21.328,30.46398
42.39034,21.328,30.18236
42.40607,21.328,30.16849
43.9491,21.328,29.33724
44.91253,21.43018,28.82573
45.35609,22.96216,29.23033
45.59064,23.16942,29.37456
44.87781,21.67576,28.27914
44.92214,21.328,28.31808
44.92442,21.37012,28.68103
44.92274,21.37785,28.69671
44.88254,21.65685,28.76257
44.92649,22.16646,28.94014
44.97583,22.33619,28.97412
45.05785,22.53075,29.16673
45.14642,22.68682,29.4916
45.02387,22.46432,28.7217
45.51181,23.11248,28.58914
45.51129,23.11195,28.60459
45.65097,23.21526,28.7354
44.28043,21.328,28.1258
43.54767,21.328,27.90934
43.47633,21.328,27.95805
41.73487,21.328,26.57413
37.67625,21.328,23.60516
36.35886,21.328,23.33233
34.40451,21.328,22.84567
33.11091,21.328,22.81028
32.84406,21.328,22.74292
31.259,21.328,21.43331
32.27395,21.328,21.21557
32.17202,21.328,21.062
31.58641,21.328,20.06285
31.30703,21.328,18.50275
31.49963,21.328,17.6378
31.56161,21.328,15.28136
30.59866,21.328,14.07953
30.20386,21.328,14.52181
30.16578,21.36243,14.47373
28.51221,21.328,16.01601
29.49455,21.328,16.26508
29.61049,21.328,16.58653
29.7301,21.328,16.5415
30.29801,21.328,16.45323
27.2858,23.37248,14.52977
32.23226,21.328,21.06881
33.65673,21.328,23.68043
33.89571,21.328,23.86819
35.19524,21.328,25.64947
34.15928,21.328,25.69922
34.29303,21.328,25.89312
36.47073,21.328,31.28004
36.47823,21.328,31.2823
36.65973,21.34959,33.64533
36.14222,21.74261,33.44949
36.13529,22.07733,33.53144
36.12846,22.45506,33.71877
36.10529,22.48492,33.73291
35.38114,22.76809,33.92165
35.36792,22.76719,33.92073
35.3894,22.77594,33.92969
35.7095,22.27384,33.56614
35.88041,22.03183,33.4752
35.87348,22.02268,33.47175
36.07448,21.80209,33.44481
35.58463,21.77591,33.40823
35.48103,22.14842,33.51089
35.48211,22.15638,33.51406
35.3668,22.21622,33.53934
35.36676,22.21624,33.53935
35.08611,22.10324,33.49371
35.07818,22.10041,33.49268
35.22301,22.76365,33.91715
35.22891,22.7563,33.90977
35.23277,23.08368,34.35789
35.38514,23.08003,34.35083
33.84341,21.328,33.01272
31.47487,21.328,33.04074
29.13121,21.328,33.92686
29.02193,21.328,35.29668
29.82522,21.328,35.71885
30.56418,21.328,36.3751
30.06749,21.328,37.52017
30.13527,21.38467,37.30574
30.13527,21.38467,37.30574
30.13527,21.38467,37.30574
30.13527,21.38467,37.30574
30.13527,21.38467,37.30574
30.60531,21.328,37.13791
30.92758,21.328,37.24828
30.92337,21.328,37.25731
31.21703,21.328,36.52465
31.20738,21.328,36.51609
30.75052,21.328,35.64352
29.97775,21.328,35.02244
28.43855,21.328,34.5199
28.45237,21.328,34.55364
16.27357,21.328,28.1125
16.34604,21.328,29.36948
12.63136,21.328,29.1948
10.42103,21.328,30.22484
10.13429,21.328,30.25879
8.307724,21.328,29.60366
5.124081,21.328,29.12079
2.29126,21.328,27.83624
-2.097878,21.328,27.29987
0.203289,21.328,28.37444
-0.09325409,21.328,27.47519
-0.2090263,21.328,27.02611
-0.1802826,21.328,26.89393
0.3040619,21.328,26.00475
1.081562,21.328,24.59929
1.223186,21.328,24.59214
0.6563392,23.5098,21.77767
-0.1822334,22.34042,21.91538
0.6563392,22.4493,21.75636
0.8209686,21.328,22.29906
1.577541,21.328,22.58039
3.42004,21.328,20.53472
6.580257,21.328,19.1915
7.174375,22.26039,18.42606
7.174375,22.50803,18.66917
6.392778,22.0613,18.90871
6.363743,21.328,19.12144
6.519135,21.328,20.26432
6.385422,21.328,20.091
6.380863,21.328,20.09775
6.289684,21.328,20.38882
7.174375,21.41498,19.53561
6.325484,21.90055,18.95696
6.298173,21.96992,18.95696
6.377941,21.71649,18.95696
6.639088,21.328,19.73682
6.340534,21.328,20.02915
6,21.328,19.47363
5.997707,21.328,19.46672
4.45228,23.14921,21.91538
7.996958,23.39838,21.91538
3.800334,21.66796,21.74463
3.630531,21.328,22.5537
4.152138,21.328,24.96661
4.397129,21.328,25.90143
4.845111,21.97889,26.05318
7.925858,21.328,30.47111
8.275589,21.328,30.6081
13.48495,21.328,31.10098
11.40328,21.328,29.82401
14.6869,21.45661,27.44358
18.08913,21.328,27.55212
18.42876,21.328,27.37731
20.07093,21.328,27.2635
20.8503,21.328,28.49121
21.23619,21.328,28.58116
22.45062,21.328,28.36967
22.71744,21.328,28.66888
22.86389,21.328,28.67938
23.81709,21.328,28.11443
23.30182,21.328,27.29887
23.30216,21.328,26.72107
23.76376,21.328,25.96935
24.28507,21.328,25.35881
24.8814,21.328,24.79777
25.70033,21.328,24.35899
26.30595,21.328,24.18727
26.5033,21.328,24.56975
26.87279,21.328,25.17058
28.04959,21.328,25.05657
28.54584,21.328,25.19988
29.388,21.328,25.43733
30.16018,21.328,25.58941
31.258,21.328,25.66847
-171.82,37.02,-22.24
-36,22.19,-89.66
-34.14181,22.088,-83.65335
-28.67564,22.088,-74.9425
-28.53368,22.088,-74.8223
-32.07827,22.088,-82.93175
-31.85661,22.088,-82.54986
-26.67011,22.088,-81.61416
-26.6623,22.088,-81.63764
-27.32152,22.088,-82.77534
-27.11143,22.088,-82.75901
-27.61352,22.088,-82.84046
-27.62388,22.088,-82.81925
-36.33855,22.088,-86.1289
-36.36539,22.088,-86.04459
-32.69262,22.088,-86.17882
-35.47231,22.088,-86.63367
-34.76003,22.088,-85.68
-34.88651,22.088,-85.69395
-36.18357,22.088,-84.11402
-36.16768,22.088,-84.10255
-36.64943,22.088,-81.6314
-36.644,22.088,-81.61366
-36.97585,22.088,-71.25039
-36.93293,22.088,-71.20354
-37.10523,22.88688,-59.25521
-36.98601,22.90945,-59.25531
-36.98731,22.088,-61.64304
-36.95869,22.088,-61.30947
-37.96335,22.088,-61.09793
-39.88885,22.088,-60.71814
-41.5411,22.59533,-61.14638
-42.91117,24.24109,-62.18849
-42.90675,24.24158,-62.20091
-42.10389,22.088,-62.96027
-42.10046,22.088,-62.96962
-43.15492,22.088,-65.2278
-43.14491,22.088,-65.23311
-42.4094,22.088,-66.35289
-42.42607,22.088,-66.46432
-39.9668,22.088,-76.40907
-38.96111,22.088,-85.29839
-39.58785,22.088,-80.04426
-39.54335,22.088,-80.24528
-35.11918,22.088,-90.97531
-34.91331,22.088,-91.32774
-35.51898,22.088,-94.66958
-35.45742,22.14659,-94.72782
-36.37997,22.088,-94.6097
-36.32872,22.15443,-94.73068
-36.92648,23.67077,-94.73951
-36.9314,23.67027,-94.73952
-37.45031,22.088,-94.09885
-37.4509,22.088,-94.09546
-37.71142,22.088,-93.37213
-37.70617,22.088,-93.36774
-37.49144,22.088,-92.80886
-34.44682,24.35486,-95.86591
-35.77125,23.97728,-95.86849
-36.37579,23.90832,-95.87014
-36.00068,22.088,-92.96569
-35.86576,22.088,-93.4466
-25.75557,22.33665,-88.29219
-25.76424,22.33643,-88.27322
-21.67702,23.69079,-86.86719
-21.69482,23.69377,-86.89779
-23.80775,22.23419,-88.10605
-23.80823,22.23442,-88.10626
-22.56259,22.50593,-85.26231
-22.57151,22.50599,-85.2545
-24.39936,22.088,-88.84837
-171.82,37.02,-22.24
-116.62,-3.715,-46.02
-115.3215,-3.902,-44.86907
-113.4858,-3.902,-44.82184
-111.9351,-3.902,-46.1918
-111.4916,-3.902,-48.36042
-112.3283,-3.902,-51.14148
-113.7796,-3.902,-51.79977
-117.0389,-3.902,-52.31438
-118.4123,-3.902,-51.04477
-118.9474,-3.902,-49.19568
-118.2803,-3.902,-47.23322
-116.3479,-3.902,-45.9171
-115.5081,-3.902,-44.92054
-113.4914,-3.902,-43.21962
-105.8253,-3.902,-32.15561
-105.8806,-3.902,-34.82783
-102.3619,-3.902,-33.42541
-105.4315,-3.902,-33.60848
-105.7293,-3.902,-35.20786
-108.2202,-3.902,-35.92216
-109.5361,-3.902,-37.66148
-109.3534,-3.902,-37.80309
-108.952,-3.902,-39.62888
-108.6746,-3.138931,-48.85686
32.31,21.48,26.21
30.84933,21.328,24.06571
28.63441,21.328,23.40216
26.57306,21.328,24.01966
28.63441,21.38467,23.40216
28.63441,21.38467,23.40216
28.56817,21.64867,21.91538
28.63441,21.38467,23.40216
28.63441,21.38467,23.40216
28.90431,21.76311,21.91538
28.90431,21.38467,22.5
28.64415,22.35122,21.91538
28.90431,21.38467,22.5
28.90431,21.38467,22.5
27.28579,23.42641,19.91498
20.36355,21.328,20.77751
20.36355,21.38467,20.77751
19.65098,22.18729,21.74463
19.33514,21.328,20.09914
20.16663,22.87631,21.91538
18.19525,21.328,23.19842
15.73319,21.74488,26.02345
16.14271,21.38393,26.64803
19.13362,21.328,24.06625
21.97093,21.328,24.44607
35.42638,21.328,23.53076
35.84016,21.328,24.50163
35.79567,21.38467,23.79966
-171.82,37.02,-22.24
-91.79,4.11,0.62
-90.83353,4.078,6.092002
-91.39128,5.582239,6.961792
-88.30016,4.134667,15.6037
-88.30016,4.134667,15.6037
-88.30016,4.134667,15.6037
-88.30016,4.134667,15.6037
-93.24318,6.273666,21.01834
-96.24973,4.078,14.73547
-97.44923,5.100144,16.58941
-97.44901,5.383778,14.51257
-93.46032,4.078,10.62161
-94.03252,4.134667,4.822125
32.31,21.48,26.21
35.87019,21.38467,24.08442
-171.82,37.02,-22.24
-91.79,4.11,0.62
-89.91112,4.078,3.023044
-86.95866,4.078,3.783012
-83.98402,4.078,1.881874
-81.47314,4.078,-0.9043579
-67.48084,-0.02500007,-8.684105
-69.28922,-0.02500007,-1.597991
-69.91974,-0.02500007,1.39399
-68.22427,-0.02500007,4.067739
-66.00197,-0.02500007,3.747278
-64.94455,-0.02500007,1.442679
-66.54471,-0.02500007,-3.261766
35.87019,21.38467,24.08442
-70.69548,-0.02500007,-4.679189
35.29119,22.6642,21.91538
-72.9789,1.13177,-3.019027
32.12018,21.328,19.09365
-76.14342,2.877255,-2.560602
29.29781,21.328,19.54356
-82.24692,4.078,-2.611099
28.1142,22.63086,21.72139
-88.28781,4.078,-3.117824
-90.37739,4.078,-1.700799
27.34343,21.328,25.07206
-90.37247,4.078,0.2589869
-91.34803,4.078,3.891781
-90.3038,4.078,7.159664
-87.51575,4.078,9.030155
30.48243,21.38467,27.47481
-85.78516,4.078,7.422239
-87.18541,4.078,5.302565
-91.65765,4.134667,3.1302
-52.14,12.146,56.47
-168.56,36.727,-20.66
-168.4003,36.688,-21.64508
-52.86181,12.9161,63.45908
-56.54863,13.08999,66.61909
-62.54461,12.86898,70.62907
-165.4369,36.688,-23.10181
-65.1755,13.33743,70.40993
-156.9738,36.688,-22.43644
-70.81376,12.24817,63.31786
-67.0722,12.05133,63.54106
-67.0722,12.05133,63.54106
-63.55626,12.008,60.43024
-64.61108,12.05133,61.22297
-64.97005,12.05133,61.48371
-65.36658,12.008,59.32574
-61.41533,12.008,58.12357
-50.13482,12.05133,57.19394
-36,22.19,-89.66
-33.21241,22.088,-88.2476
-25.8682,22.25262,-77.0304
-33.39222,23.46603,-59.25771
-34.24053,22.13467,-64.84823
-34.24053,22.13467,-64.84823
-38.3351,22.088,-59.76121
-40.4532,23.13024,-60.26076
-45.00637,22.11002,-65.75449
-45.25648,23.32022,-69.83955
-40.03092,22.088,-76.3574
-39.45054,22.13467,-88.45638
-168.56,36.727,-20.66
-162.6973,37.02678,-24.74978
-155.9669,36.688,-22.58839
-149.6747,36.95523,-10.81331
-160.8587,37.13717,-11.34777
-160.3584,37.37565,-9.548304
-160.8587,38.54042,-12.46526
-160.8587,38.85788,-11.84408
-155.0398,37.21836,-17.99133
-156.4106,36.688,-22.87017
-164.1693,36.688,-24.64552
-178.5506,36.718,-16.50624
-178.5506,36.718,-16.50624
-179.357,36.688,-17.538
-178.8912,36.688,-22.76451
-175.133,36.688,-23.98476
-175.1725,36.718,-23.76695
-116.62,-3.715,-46.02
-111.0394,-3.207286,-49.9466
-116.62,-3.715,-46.02
-114.2352,-3.902,-43.70955
-110.1694,-3.828321,-32.56537
-171.82,37.02,-22.24
-168.56,36.727,-20.66
-168.6258,36.688,-20.63747
-168.6258,36.688,-20.6374
-168.0892,36.688,-20.8909
-168.0931,36.688,-20.90706
-167.9694,36.688,-21.10697
-167.9765,36.688,-21.117
-167.8524,36.688,-21.2539
-167.8526,36.688,-21.25406
-167.8597,36.688,-21.76923
-167.8547,36.688,-21.77006
-163.6328,36.688,-24.0553
-163.6678,36.688,-24.01519
-159.1684,36.688,-24.34271
-155.5304,36.688,-23.18808
-155.3375,36.688,-23.15514
-157.1026,36.688,-22.67037
-160.3691,36.688,-21.41385
-166.182,36.688,-21.1441
-166.3294,36.688,-21.15872
-168.514,36.688,-21.44686
-170.3241,36.688,-21.16525
-170.5252,36.688,-21.16183
-171.8623,36.688,-20.41755
-171.9178,36.688,-20.40319
-179.5661,36.688,-16.09591
-179.7522,36.688,-15.97461
-179.7522,36.718,-15.97461
-179.7522,36.718,-15.97461
-179.4776,36.688,-16.50985
-179.4639,36.688,-16.4921
-179.4611,36.688,-16.99861
-179.465,36.688,-17.00689
-179.3083,36.688,-18.85837
-179.311,36.688,-18.85507
-178.4356,36.688,-20.07253
-177.4205,36.688,-20.01927
-177.4152,36.688,-20.02363
-176.7246,36.718,-20.3534
-52.14,12.146,56.47
-52.67183,12.008,56.97983
-52.66901,12.008,56.96037
-52.50283,12.008,60.9357
-53.61966,12.008,61.72408
-53.65338,12.008,61.90385
-55.4167,12.008,62.75767
-55.50078,12.008,62.88211
-58.86503,12.008,63.16555
-63.68998,12.008,62.40983
-62.2962,12.008,61.13685
-61.84566,12.008,61.37988
-61.16146,12.008,60.92778
-60.81013,12.008,61.19754
-60.78888,12.008,61.32857
-56.72874,12.008,61.23379
-54.98147,12.008,59.94381
-54.73817,12.008,59.98878
-52.67513,12.008,58.72337
-49.91977,12.05133,57.90806
-36,22.19,-89.66
-35.79138,22.088,-88.86989
-35.78802,22.088,-88.86999
-35.44866,22.088,-86.95235
-35.97248,22.088,-83.32957
-35.72784,22.088,-81.97683
-171.82,37.02,-22.24
-91.79,4.11,0.62
-91.05598,4.078,0.4744508
-91.06798,4.078,0.4552417
-87.47705,4.078,0.07685471
-85.72209,4.078,-0.6471062
-85.52843,4.078,-0.7256007
-85.93266,4.078,-1.612705
-86.6705,4.078,-2.94954
-86.42097,4.078,-3.288612
-85.82395,4.078,-2.948514
-85.97852,4.078,-2.030269
-85.23765,4.078,-2.606306
-83.69028,4.078,-3.592534
-81.90071,4.078,-5.844786
-82.72982,4.134667,-4.831184
-171.82,37.02,-22.24
-91.79,4.11,0.62
-90.61922,4.078,0.1704538
-87.88605,4.078,-1.269333
-82.43481,4.078,-1.889868
-78.90009,4.078,-2.473304
-67.89566,-0.02500007,-3.945353
-74.4071,1.919537,-3.919518
-70.33838,-2.5587,-13.44217
-68.8548,-0.02500007,-5.848647
-70.60564,-0.02500007,-7.076385
-70.47863,-0.02500007,-9.067
-69.82958,-0.02500007,-10.01762
-69.89954,0.05133438,-9.799025
-70.03691,0.05133438,-10.55301
-70.03691,0.05133438,-10.55301
-68.06569,-0.02500007,-11.26006
-67.32198,-0.02500007,-8.918797
-68.67248,-0.02500007,-6.49501
-67.78435,-0.02500007,-3.105967
-68.53618,-0.02500007,-4.358579
-68.18919,-0.02500007,-3.498921
-67.16106,-0.02500007,-2.999864
-66.65785,-0.02500007,-0.1400605
-68.19654,1.911677,-2.308648
-67.33302,-0.02500007,-3.009098
-71.22733,0.1656493,-3.783241
-68.13205,1.8804,-2.319959
-68.86504,-0.02500007,15.23455
-70.98191,0.03027725,-1.214575
-73.18475,1.245317,-0.5695426
-76.12128,2.865044,-3.003263
-77.46992,3.608923,-2.657879
-82.44651,4.078,-1.99124
-85.62548,4.078,-0.9773059
-84.20582,4.078,-1.2953
-83.28158,4.078,-2.490912
-63.89532,0.2603011,-8.109541
-63.39689,-0.02500007,-4.377447
-63.97278,-0.02500007,-3.368769
-67.12259,-0.02500007,-6.535865
-68.00136,-0.02500007,-6.454339
-68.36426,-0.02500007,-5.844528
-71.16428,0.1308692,-3.680164
-69.70721,-0.02500007,-1.242296
-72.03607,0.611729,-2.312317
-77.45226,3.599179,-1.39761
-89.80742,4.078,-0.2965193
-88.04922,4.078,-1.393132
-88.81731,4.078,-2.206264
-87.03335,4.078,-1.352105
-88.49091,4.078,0.4228716
-91.41464,4.134667,1.072091
-168.56,36.727,-20.66
-169.459,36.688,-21.92884
-169.0703,36.688,-23.94798
-170.9341,36.688,-23.80519
-171.3689,36.688,-26.76543
-171.5034,36.688,-25.38203
-170.6001,36.688,-23.84993
-169.6457,37.40448,-25.48718
-169.5808,36.688,-23.37158
-164.7117,36.688,-19.87686
-164.6374,36.688,-21.27529
-162.5363,36.688,-23.73406
-165.2614,37.39462,-24.74978
-161.4443,37.73833,-24.74978
-158.7459,36.688,-20.13155
-160.5471,36.688,-19.82302
-163.338,36.688,-16.05128
-165.429,36.688,-15.25187
-165.0244,36.688,-16.59675
-163.3455,36.688,-16.59341
-163.9392,36.688,-20.62669
-167.3988,36.688,-22.00557
-171.0873,36.718,-21.75238
-171.82,37.02,-22.24
-36,22.19,-89.66
-36.57029,23.49569,-59.25784
-35.31982,22.13467,-65.10923
-171.82,37.02,-22.24
-91.79,4.11,0.62
-90.7529,4.078,3.044957
-88.21995,4.078,6.935246
-88.17971,4.078,7.056725
-86.21117,4.078,10.51402
-86.02763,4.078,10.76776
-85.60956,4.078,12.36801
-86.5237,4.078,11.9906
-89.90962,4.078,19.11725
-87.49683,4.134667,15.52057
-171.82,37.02,-22.24
32.31,21.48,26.21
32.95919,21.328,26.45954
32.95663,21.328,26.41949
35.03845,21.328,26.69603
38.9208,21.328,26.1093
41.91148,21.328,25.4683
42.03166,21.328,25.41488
40.99551,21.328,24.60889
41.2449,21.328,24.55731
41.00632,21.328,22.93137
40.99683,21.328,22.93582
40.99683,21.38467,22.93582
40.99683,21.38467,22.93582
40.35082,21.328,23.41523
40.34801,21.328,23.42274
37.51098,21.328,25.42361
35.23647,21.328,28.01505
36.47179,21.328,25.93949
36.35704,21.328,26.03766
34.1633,21.328,26.2106
34.11987,21.328,26.212
30.23283,21.328,26.10855
21.58732,21.328,25.99263
18.81191,21.328,25.56997
13.78657,21.328,24.85558
13.84986,21.328,24.83431
6.834667,21.328,23.95659
11.71378,21.328,24.90079
10.68884,21.328,25.51593
8.037209,21.328,25.71925
7.870808,21.328,25.7672
8.259788,21.40852,27.09272
8.304084,21.50318,27.03005
7.305595,21.328,29.13618
7.070564,21.328,31.19583
7.716347,21.328,31.57296
7.727947,21.328,31.5738
9.554794,21.328,31.62051
11.23817,21.96023,30.11465
15.02678,21.328,24.24339
15.37447,21.328,22.21246
15.44637,21.328,22.02765
14.68139,21.328,24.88259
14.86466,21.328,24.59272
17.06036,21.328,23.94792
17.06774,21.328,23.99169
22.51893,21.328,24.03082
22.59418,21.328,24.13695
26.37864,21.328,25.30337
29.47479,21.328,27.56412
29.65261,21.328,27.59572
30.1001,21.38467,28.00167
-116.62,-3.715,-46.02
-115.9185,-3.902,-46.53663
-115.9439,-3.902,-46.53927
-114.4219,-3.902,-47.52745
-114.4302,-3.902,-47.55665
-111.0386,-3.902,-48.81475
-110.8567,-3.902,-49.01339
-108.7377,-3.902,-49.06688
-108.3535,-3.902,-49.18346
-105.5819,-3.902,-48.41016
-104.8694,-3.902,-47.15952
-104.7784,-3.902,-47.11227
-103.3603,-3.902,-44.54412
-103.3783,-3.902,-44.50628
-103.1281,-3.902,-42.69617
-103.0844,-3.902,-42.60807
-103.3681,-3.902,-41.14946
-103.3699,-3.902,-41.13562
-104.46,-3.902,-39.03769
-104.4804,-3.902,-39.03369
-106.2426,-3.902,-37.73899
-106.2598,-3.902,-37.7414
-108.2465,-3.902,-37.43252
-108.3034,-3.902,-37.44833
-110.7229,-3.902,-38.04085
-110.8006,-3.902,-38.07692
-171.82,37.02,-22.24
-91.79,4.11,0.62
-90.91505,4.078,1.20804
-90.90366,4.078,1.203038
-87.88672,4.078,4.049689
-88.52353,4.078,5.308435
-88.34707,4.078,8.605685
-88.65936,4.078,8.849977
-88.20831,4.078,12.86907
-88.14063,4.078,13.20534
-87.97655,4.078,12.90492
-87.96987,4.078,12.96574
-171.82,37.02,-22.24
-91.79,4.11,0.62
-91.90185,4.078,1.416159
-92.38076,4.078,1.58436
-92.94904,4.078,2.608284
